station_code,station,GTFS_stop_id,C/A,line_name,ct2010,ntaname,ctlabel,geometry,lat,long
R311R053,3 AV-149 ST,221,R311,25,006500,Melrose South-Mott Haven North,65,POINT (-73.91775699999999 40.816109),40.816109000000004,-73.917757
R312R405,JACKSON AV,220,R312,25,007500,Melrose South-Mott Haven North,75,POINT (-73.90780699999999 40.81649),40.81649,-73.90780699999999
R314R406,PROSPECT AV,219,R314,25,007900,Melrose South-Mott Haven North,79,POINT (-73.90177 40.819585),40.819585,-73.90177
R315R406,PROSPECT AV,219,R315,25,007900,Melrose South-Mott Haven North,79,POINT (-73.90177 40.819585),40.819585,-73.90177
R316R407,INTERVALE AV,218,R316,25,008700,Longwood,87,POINT (-73.896736 40.822181),40.822181,-73.896736
R317R408,SIMPSON ST,217,R317,25,015900,Hunts Point,159,POINT (-73.893064 40.824073),40.824073,-73.893064
R318R408,SIMPSON ST,217,R318,25,015900,Hunts Point,159,POINT (-73.893064 40.824073),40.824073,-73.893064
R319R409,FREEMAN ST,216,R319,25,012500,Morrisania-Melrose,125,POINT (-73.891865 40.829993),40.829993,-73.891865
R320R409,FREEMAN ST,216,R320,25,012500,Morrisania-Melrose,125,POINT (-73.891865 40.829993),40.829993,-73.891865
R321R386,174 ST,215,R321,25,016100,Crotona Park East,161,POINT (-73.88773399999999 40.837288),40.837288,-73.887734
R322R386,174 ST,215,R322,25,016100,Crotona Park East,161,POINT (-73.88773399999999 40.837288),40.837288,-73.887734
R323R387,WEST FARMS SQ,214,R323,25,036100,East Tremont,361,POINT (-73.880049 40.840295),40.840295000000005,-73.880049
R325R388,E 180 ST,213,R325,25,022000,East Tremont,220,POINT (-73.87348799999999 40.841894),40.841894,-73.873488
R326R389,BRONX PARK EAST,212,R326,25,022000,East Tremont,220,POINT (-73.86845699999999 40.848828),40.848828000000005,-73.86845699999999
R327R361,PELHAM PKWY,211,R327,25,022401,Pelham Parkway,224.01,POINT (-73.867615 40.857192),40.857192,-73.867615
R328R361,PELHAM PKWY,211,R328,25,022401,Pelham Parkway,224.01,POINT (-73.867615 40.857192),40.857192,-73.867615
R329R362,ALLERTON AV,210,R329,25,033800,Bronxdale,338,POINT (-73.867352 40.865462),40.865462,-73.867352
R330R363,BURKE AV,209,R330,25,033600,Bronxdale,336,POINT (-73.867164 40.871356),40.871356,-73.867164
R331R364,GUN HILL RD,208,R331,25,037800,Williamsbridge-Olinville,378,POINT (-73.86625600000001 40.87785),40.87785,-73.866256
R332R365,219 ST,207,R332,25,039200,Williamsbridge-Olinville,392,POINT (-73.862633 40.883895),40.883895,-73.862633
R333R366,225 ST,206,R333,25,040800,Williamsbridge-Olinville,408,POINT (-73.86034100000001 40.888022),40.888022,-73.860341
R334R367,233 ST,205,R334,25,042200,Williamsbridge-Olinville,422,POINT (-73.857473 40.893193),40.893193,-73.857473
R335R444,NEREID AV,204,R335,25,041800,Woodlawn-Wakefield,418,POINT (-73.854376 40.898379),40.898379,-73.854376
R336R145,WAKEFIELD/241,201,R336,2,043400,Woodlawn-Wakefield,434,POINT (-73.85061999999999 40.903125),40.903125,-73.85061999999999
R401R445,3 AV 138 ST,619,R401,6,002300,Mott Haven-Port Morris,23,POINT (-73.92613799999999 40.810476),40.810476,-73.926138
R402R446,BROOK AV,618,R402,6,003900,Mott Haven-Port Morris,39,POINT (-73.91924 40.80756599999999),40.807565999999994,-73.91924
R403R446,BROOK AV,618,R403,6,003900,Mott Haven-Port Morris,39,POINT (-73.91924 40.80756599999999),40.807565999999994,-73.91924
R404R447,CYPRESS AV,617,R404,6,002702,Mott Haven-Port Morris,27.02,POINT (-73.91404200000001 40.805368),40.805368,-73.91404200000001
R405R447,CYPRESS AV,617,R405,6,002702,Mott Haven-Port Morris,27.02,POINT (-73.91404200000001 40.805368),40.805368,-73.91404200000001
R406R448,E 143/ST MARY'S,616,R406,6,003100,Mott Haven-Port Morris,31,POINT (-73.907657 40.808719),40.808719,-73.907657
R407R448,E 143/ST MARY'S,616,R407,6,003100,Mott Haven-Port Morris,31,POINT (-73.907657 40.808719),40.808719,-73.907657
R408R449,E 149 ST,615,R408,6,008300,Longwood,83,POINT (-73.904098 40.812118),40.812118,-73.904098
R409R449,E 149 ST,615,R409,6,008300,Longwood,83,POINT (-73.904098 40.812118),40.812118,-73.904098
R410R450,LONGWOOD AV,614,R410,6,008500,Longwood,85,POINT (-73.896435 40.816104),40.816103999999996,-73.896435
R411R450,LONGWOOD AV,614,R411,6,008500,Longwood,85,POINT (-73.896435 40.816104),40.816103999999996,-73.896435
R412R146,HUNTS POINT AV,613,R412,6,011900,Hunts Point,119,POINT (-73.89054899999999 40.820948),40.820948,-73.890549
R413R325,WHITLOCK AV,612,R413,6,012102,Hunts Point,121.02,POINT (-73.88628299999999 40.826525),40.826525,-73.88628299999999
R414R162,ELDER AV,611,R414,6,005400,West Farms-Bronx River,54,POINT (-73.879159 40.828584),40.828584,-73.879159
R415R120,MORISN AV/SNDVW,610,R415,6,004800,Soundview-Bruckner,48,POINT (-73.874516 40.829521),40.829521,-73.874516
R416R245,ST LAWRENCE AV,609,R416,6,007000,Soundview-Bruckner,70,POINT (-73.86761800000001 40.831509),40.831509000000004,-73.86761800000001
R417R222,PARKCHESTER,608,R417,6,007200,Soundview-Bruckner,72,POINT (-73.860816 40.833226),40.833226,-73.860816
R417R222,PARKCHESTER,608,R417,6,007200,Soundview-Bruckner,72,POINT (-73.860816 40.833226),40.833226,-73.860816
R418R106,CASTLE HILL AV,607,R418,6,020601,Westchester-Unionport,206.01,POINT (-73.85122199999999 40.834255),40.834255,-73.85122199999999
R419R326,ZEREGA AV,606,R419,6,009600,Westchester-Unionport,96,POINT (-73.847036 40.836488),40.836488,-73.847036
R420R107,WESTCHESTER SQ,604,R420,6,020000,Van Nest-Morris Park-Westchester Square,200,POINT (-73.842952 40.839892),40.839892,-73.842952
R421R427,MIDDLETOWN RD,603,R421,6,026601,Pelham Bay-Country Club-City Island,266.01,POINT (-73.836322 40.843863),40.843863,-73.836322
R422R428,BUHRE AV,602,R422,6,026601,Pelham Bay-Country Club-City Island,266.01,POINT (-73.83256899999999 40.84681),40.84681,-73.83256899999999
R423R429,PELHAM BAY PARK,601,R423,6,030000,Pelham Bay-Country Club-City Island,300,POINT (-73.828121 40.852462),40.852462,-73.828121
R501R054,5 AVE,724,R501,7BDFM,008400,Midtown-Midtown South,84,POINT (-73.98196300000001 40.753821),40.753821,-73.98196300000001
R503R276,VERNON-JACKSON,721,R503,7,000700,Hunters Point-Sunnyside-West Maspeth,7,POINT (-73.953581 40.742626),40.742626,-73.953581
R504R276,VERNON-JACKSON,721,R504,7,000700,Hunters Point-Sunnyside-West Maspeth,7,POINT (-73.953581 40.742626),40.742626,-73.953581
R506R276,VERNON-JACKSON,721,R506,7,000700,Hunters Point-Sunnyside-West Maspeth,7,POINT (-73.953581 40.742626),40.742626,-73.953581
R507R134,HUNTERS PT AV,720,R507,7,000100,Hunters Point-Sunnyside-West Maspeth,1,POINT (-73.948916 40.742216),40.742216,-73.948916
R508R346,COURT SQ,719,R508,7,001900,Hunters Point-Sunnyside-West Maspeth,19,POINT (-73.94526399999999 40.747023),40.747023,-73.945264
R509R121,QUEENSBORO PLZ,718,R509,7NQW,001900,Hunters Point-Sunnyside-West Maspeth,19,POINT (-73.940202 40.750582),40.750582,-73.940202
R510R090,39 AV,R08,R510,NQW,003100,Queensbridge-Ravenswood-Long Island City,31,POINT (-73.932755 40.752882),40.752882,-73.932755
R511R091,36 AV,R06,R511,NQW,005300,Astoria,53,POINT (-73.929575 40.756804),40.756803999999995,-73.929575
R512R092,BROADWAY,R05,R512,NQW,005900,Astoria,59,POINT (-73.92550799999999 40.76182),40.76182,-73.925508
R513R093,30 AV,R04,R513,NQW,006300,Astoria,63,POINT (-73.92147900000001 40.766779),40.766779,-73.921479
R514R094,ASTORIA BLVD,R03,R514,NQW,012500,Steinway,125,POINT (-73.917843 40.770258),40.770258,-73.917843
R515R095,ASTORIA DITMARS,R01,R515,NQW,011500,Steinway,115,POINT (-73.91203399999999 40.775036),40.775036,-73.91203399999999
R516R291,33 ST-RAWSON ST,716,R516,7,017900,Hunters Point-Sunnyside-West Maspeth,179,POINT (-73.93099699999999 40.744587),40.744587,-73.93099699999999
R517R291,33 ST-RAWSON ST,716,R517,7,017900,Hunters Point-Sunnyside-West Maspeth,179,POINT (-73.93099699999999 40.744587),40.744587,-73.93099699999999
R518R261,40 ST LOWERY ST,715,R518,7,018101,Hunters Point-Sunnyside-West Maspeth,181.01,POINT (-73.92401600000001 40.743781),40.743781,-73.92401600000001
R519R223,46 ST BLISS ST,714,R519,7,025301,Hunters Point-Sunnyside-West Maspeth,253.01,POINT (-73.918435 40.743132),40.743132,-73.918435
R520R223,46 ST BLISS ST,714,R520,7,025301,Hunters Point-Sunnyside-West Maspeth,253.01,POINT (-73.918435 40.743132),40.743132,-73.918435
R521R327,52 ST,713,R521,7,025302,Hunters Point-Sunnyside-West Maspeth,253.02,POINT (-73.912549 40.744149),40.744149,-73.912549
R523R147,61 ST WOODSIDE,712,R523,7,026100,Woodside,261,POINT (-73.902984 40.74563),40.74563,-73.902984
R524R347,69 ST,711,R524,7,026300,Woodside,263,POINT (-73.89640300000001 40.746325),40.746325,-73.896403
R525R018,74 ST-BROADWAY,710,R525,7EFMR,026700,Elmhurst,267,POINT (-73.89139399999999 40.746848),40.746848,-73.89139399999999
R526R096,82 ST-JACKSON H,709,R526,7,028300,Jackson Heights,283,POINT (-73.883697 40.74765900000001),40.747659000000006,-73.883697
R527R122,90 ST-ELMHURST,708,R527,7,027700,Jackson Heights,277,POINT (-73.87661300000001 40.748408),40.748408000000005,-73.876613
R528R097,JUNCTION BLVD,707,R528,7,046500,Elmhurst,465,POINT (-73.86952700000001 40.749145),40.749145,-73.869527
R529R208,103 ST-CORONA,706,R529,7,040500,North Corona,405,POINT (-73.8627 40.749865),40.749865,-73.8627
R530R310,111 ST,705,R530,7,040100,North Corona,401,POINT (-73.855334 40.75173),40.75173,-73.855334
R530R310,111 ST,705,R530,7,040100,North Corona,401,POINT (-73.855334 40.75173),40.75173,-73.855334
R532HR328,METS-WILLETS PT,702,R532H,7,038302,park-cemetery-etc-Queens,383.02,POINT (-73.845625 40.754622),40.754622,-73.845625
R532R328,METS-WILLETS PT,702,R532,7,038302,park-cemetery-etc-Queens,383.02,POINT (-73.845625 40.754622),40.754622,-73.845625
R533R055,FLUSHING-MAIN,701,R533,7,087100,Flushing,871,POINT (-73.83003000000001 40.7596),40.7596,-73.83003000000001
R534R055,FLUSHING-MAIN,701,R534,7,087100,Flushing,871,POINT (-73.83003000000001 40.7596),40.7596,-73.83003000000001
R550R072,34 ST-HUDSON YD,726,R550,7,009900,Hudson Yards-Chelsea-Flatiron-Union Square,99,POINT (-74.00191 40.755882),40.755882,-74.00191
R550R072,34 ST-HUDSON YD,726,R550,7,009900,Hudson Yards-Chelsea-Flatiron-Union Square,99,POINT (-74.00191 40.755882),40.755882,-74.00191
R600R224,CLARK ST,231,R600,23,000501,Brooklyn Heights-Cobble Hill,5.01,POINT (-73.99308600000001 40.697466),40.697466,-73.993086
R601AR108,BOROUGH HALL,232,R601A,2345R,001100,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11,POINT (-73.989998 40.693219),40.693219,-73.989998
R602R108,BOROUGH HALL,232,R602,2345R,001100,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11,POINT (-73.989998 40.693219),40.693219,-73.989998
R604R108,BOROUGH HALL,232,R604,2345R,001100,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,11,POINT (-73.989998 40.693219),40.693219,-73.989998
R605R456,HOYT ST,233,R605,23,003700,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,37,POINT (-73.98506500000001 40.690545),40.690545,-73.985065
R606R225,HOYT ST,233,R606,23,003700,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,37,POINT (-73.98506500000001 40.690545),40.690545,-73.985065
R608R056,NEVINS ST,234,R608,2345,003300,Fort Greene,33,POINT (-73.980492 40.688246),40.688246,-73.980492
R609R056,NEVINS ST,234,R609,2345,003300,Fort Greene,33,POINT (-73.980492 40.688246),40.688246,-73.980492
R610R057,ATL AV-BARCLAY,D24,R610,2345BDNQR,003500,Fort Greene,35,POINT (-73.97689 40.68445999999999),40.684459999999994,-73.97689
R612R057,ATL AV-BARCLAY,D24,R612,BDNQR2345,003500,Fort Greene,35,POINT (-73.97689 40.68445999999999),40.684459999999994,-73.97689
R617R058,BERGEN ST,236,R617,23,012902,Park Slope-Gowanus,129.02,POINT (-73.975098 40.680829),40.680828999999996,-73.975098
R618R058,BERGEN ST,236,R618,23,012902,Park Slope-Gowanus,129.02,POINT (-73.975098 40.680829),40.680828999999996,-73.975098
R619R059,GRAND ARMY PLAZ,237,R619,23,015900,Park Slope-Gowanus,159,POINT (-73.971046 40.675235),40.675235,-73.971046
R621R060,EASTN PKWY-MUSM,238,R621,23,017700,park-cemetery-etc-Brooklyn,177,POINT (-73.964375 40.671987),40.671987,-73.964375
R622R123,FRANKLIN AV,239,R622,2345S,021300,Crown Heights South,213,POINT (-73.95813100000001 40.670682),40.670682,-73.95813100000001
R623R061,NOSTRAND AV,248,R623,3,031900,Crown Heights South,319,POINT (-73.95046600000001 40.669847),40.669847,-73.950466
R624R124,KINGSTON AV,249,R624,3,033700,Crown Heights North,337,POINT (-73.942161 40.669399),40.669399,-73.942161
R625R062,CROWN HTS-UTICA,250,R625,34,035100,Crown Heights North,351,POINT (-73.93294200000001 40.66889699999999),40.668896999999994,-73.93294200000001
R626R062,CROWN HTS-UTICA,250,R626,34,035100,Crown Heights North,351,POINT (-73.93294200000001 40.66889699999999),40.668896999999994,-73.93294200000001
R626R062,CROWN HTS-UTICA,250,R626,34,035100,Crown Heights North,351,POINT (-73.93294200000001 40.66889699999999),40.668896999999994,-73.93294200000001
R627R063,SUTTER AV-RUTLD,251,R627,3,090000,Brownsville,900,POINT (-73.92260999999999 40.664717),40.664716999999996,-73.92260999999999
R628R064,SARATOGA AV,252,R628,3,089400,Brownsville,894,POINT (-73.916327 40.661453),40.661453,-73.916327
R629R065,ROCKAWAY AV,253,R629,3,091600,Brownsville,916,POINT (-73.908946 40.662549),40.662549,-73.908946
R630R066,JUNIUS ST,254,R630,3,091000,Brownsville,910,POINT (-73.902447 40.663515),40.663515000000004,-73.902447
R632R067,PENNSYLVANIA AV,255,R632,3,112600,East New York (Pennsylvania Ave),1126,POINT (-73.89489499999999 40.664635),40.664635,-73.89489499999999
R633R068,VAN SICLEN AV,256,R633,3,112400,East New York,1124,POINT (-73.88939499999999 40.665449),40.665449,-73.889395
R634R069,NEW LOTS AV,257,R634,3,112400,East New York,1124,POINT (-73.884079 40.666235),40.666235,-73.884079
R635R277,PRESIDENT ST,241,R635,25,031900,Crown Heights South,319,POINT (-73.950683 40.667883),40.667883,-73.950683
R636R209,STERLING ST,242,R636,25,032900,Prospect Lefferts Gardens-Wingate,329,POINT (-73.95085 40.662742),40.662742,-73.95085
R637R451,WINTHROP ST,243,R637,25,080400,Prospect Lefferts Gardens-Wingate,804,POINT (-73.9502 40.656652),40.656652,-73.9502
R639R109,CHURCH AV,244,R639,25,082000,Prospect Lefferts Gardens-Wingate,820,POINT (-73.949575 40.650843),40.650843,-73.949575
R641R210,BEVERLY RD,245,R641,25,082600,Erasmus,826,POINT (-73.948959 40.645098),40.645098,-73.948959
R643R135,NEWKIRK AV,246,R643,25,083000,East Flatbush-Farragut,830,POINT (-73.94841099999999 40.639967),40.639967,-73.948411
R644R135,NEWKIRK AV,246,R644,25,083000,East Flatbush-Farragut,830,POINT (-73.94841099999999 40.639967),40.639967,-73.948411
R645R110,FLATBUSH AV-B.C,247,R645,25,078600,Flatbush,786,POINT (-73.947642 40.632836),40.632836,-73.947642
R646R110,FLATBUSH AV-B.C,247,R646,25,078600,Flatbush,786,POINT (-73.947642 40.632836),40.632836,-73.947642
R646R110,FLATBUSH AV-B.C,247,R646,25,078600,Flatbush,786,POINT (-73.947642 40.632836),40.632836,-73.947642
R647R110,FLATBUSH AV-B.C,247,R647,25,078600,Flatbush,786,POINT (-73.947642 40.632836),40.632836,-73.947642
R726R329,MORRIS PARK,505,R726,5,024800,Pelham Parkway,248,POINT (-73.860495 40.854364),40.854364000000004,-73.860495
R727R430,PELHAM PKWY,504,R727,5,032600,Allerton-Pelham Gardens,326,POINT (-73.85535899999999 40.858985),40.858985,-73.85535899999999
R728R226,GUN HILL RD,503,R728,5,035000,Allerton-Pelham Gardens,350,POINT (-73.846384 40.869526),40.869526,-73.846384
R729R292,BAYCHESTER AV,502,R729,5,046202,Co-op City,462.02,POINT (-73.83859100000001 40.878663),40.878663,-73.83859100000001
R730R431,EASTCHSTER/DYRE,501,R730,5,048400,Eastchester-Edenwald-Baychester,484,POINT (-73.830834 40.8883),40.8883,-73.830834
S101AR070,ST. GEORGE,S31,S101A,1,000300,West New Brighton-New Brighton-St. George,3,POINT (-74.073643 40.643748),40.643747999999995,-74.073643
S101R070,ST. GEORGE,S31,S101,1,000300,West New Brighton-New Brighton-St. George,3,POINT (-74.073643 40.643748),40.643747999999995,-74.073643
S102R165,TOMPKINSVILLE,S30,S102,1,002100,Stapleton-Rosebank,21,POINT (-74.07483499999999 40.636949),40.636949,-74.074835
